"AÑO 
(Año de registro)","AUTORIDAD AMBIENTAL
(Donde se encuentra el Negocio Verde)","REGIÓN
(Donde se encuentra el Negocio Verde)","DEPARTAMENTO
(Donde se encuentra el Negocio Verde)","MUNICIPIO
(Donde se encuentra el Negocio Verde)","RAZÓN SOCIAL
(Del Negocio Verde)","Descripción
(Del Negocio Verde)","CATEGORÍA
(Del Negocio Verde)","SECTOR
(Al cual pertenece el Negocio Verde)","SUBSECTOR
(Al cual pertenece el Negocio Verde)","Producto Principal
(Que promueve el Negocio Verde)","CATEGORÍA COMERCIAL
(Al cual pertenece el Negocio Verde)","NOMBRE REPRESENTANTE
(Del Negocio Verde)"
2018,CORPORINOQUÍA,Llano,Casanare,Aguazul,Pulpicream,"El negocio consiste en el cultivo de piña Golden de forma tradicional y el aprovechamiento de la fruta de descarte para la elaboración de productos como pulpa y mermelada, los cuales se procesarán sin la aplicación de conservantes y priorizando la contratación de mujeres para esta parte del proceso. El proceso de aprovechamiento de la fruta de descarte reduce el impacto que generaría esta ya que lo que normalmente se convertiría en desechos se convierte en materia prima para este proceso generando una nueva oportunidad de negocio que promueve la mano de obra femenina.",1. Bienes y servicios sostenibles provenientes de los Recursos Naturales,1.2. Agroindustria Sostenible,1.2.1. Agroindustrial alimentario,PRODUCCIÓN DE DERIVADOS DE LA PIÑA A PARTIR DE LA FRUTA DE DESCARTE,Alimentos y bebidas,LUIS FERNANDO ACEVEDO
2018,CORPORINOQUÍA,Llano,Casanare,Aguazul,Tropical Organic Herverts,"El negocio consiste en el cultivo de piña gold de forma orgánica. Este tipo de cultivo reduce a cero el uso de productos químicos como plaguicidas, fertilizantes y no se usan semillas manipuladas genéticamente. De esta forma se obtienen frutos más naturales, saludables y evita al máximo los impactos generados por el cultivo al medio ambiente.",1. Bienes y servicios sostenibles provenientes de los Recursos Naturales,1.1. Agrosistemas sostenibles,"1.1.1. Sistema de producción ecológico, orgánico y biológico",CULTIVO ORGÁNICO DE PIÑA.,Alimentos y bebidas,RODRIGO MENDOZA BALLESTAS- OLEGARIO GUTIERREZ
2018,CORPORINOQUÍA,Llano,Casanare,Tauramena,Agrícola Santana S.A.S,El negocio consiste en el cultivo de piña Golden de forma tradicional con la implementación de buenas prácticas agrícolas y media hectárea con prácticas orgánicas.,1. Bienes y servicios sostenibles provenientes de los Recursos Naturales,1.2. Agroindustria Sostenible,1.2.1. Agroindustrial alimentario,PRODUCCIÓN DE PIÑA ORGÁNICA Y CON BUENAS PRÁCTICAS AGRÍCOLAS.,Alimentos y bebidas,AULI MORENO
2018,CORPORINOQUÍA,Llano,Casanare,Tauramena,Centro Agroindustrial del Oriente Colombiano S.A.S - Agrosalla,"El negocio de agrosalla se basa en la elaboración de productos alimenticios 100% naturales a base de la pulpa de la Piña entre los que se encuentra néctar, turrones y mermelada todos elaborados de forma artesanal. Los procesos se caracterizan por no aplicar productos químicos a los productos y la reducción en la generación de basura mediante la recolección de todos los residuos para ser suministrados al ganado como alimento.",1. Bienes y servicios sostenibles provenientes de los Recursos Naturales,1.2. Agroindustria Sostenible,1.2.1. Agroindustrial alimentario,PRODUCTOS ALIMENTICIOS ARTESANALES A BASE DE PIÑA,Alimentos y bebidas,EDILMA BERNAL
2018,CORPORINOQUÍA,Llano,Casanare,Tauramena,Colombian Healthy Fruits,"Es una empresa dedicada a la deshidratación de frutas, se enfoca en ofrecer productos 100% naturales aprovechando los grandes beneficios de la agricultura colombiana, hacen seguimiento a los cultivos para la selección de la materia prima y así obtener la calidad necesaria en la fruta sin perder ninguno de sus beneficios y propiedades. En el proceso de lavado de la fruta se hace un uso eficiente del recurso hídrico implementando un sistema de recirculación del agua. En el proceso de alistamiento de la fruta para la obtención de la pulpa se evita la producción de desperdicios procesando todos los residuos convirtiéndolos en insumo para la elaboración de alimento para bovinos y porcinos.",1. Bienes y servicios sostenibles provenientes de los Recursos Naturales,1.2. Agroindustria Sostenible,1.2.1. Agroindustrial alimentario,FRUTAS DESHIDRATADAS,Alimentos y bebidas,LEONARDO ÁVILA JIMENEZ
2018,CORPOURABÁ,Eje Cafetero y Antioquia,Antioquia,Abriaquí,Discrearte Lova,"Discrearte Lova es un emprendimiento  que busca elaborar artesanías a partir de  los residuos sólidos generados en el municipio  Abriaquí,  la idea de negoció surgió de dos necesidades específicas, darle un manejo a los residuos generados en el municipio y  generar una fuente de ingresos para las personas con discapacidad del municipio, en especial aquellas con discapacidad auditiva.
 El emprendimiento está conformado por tres  socios uno de ellos con discapacidad auditiva, y se está vinculando como trabajadores   a 17 personas con discapacidad auditiva. Si bien en la actualidad se tiene un censo de 154  personas con discapacidad auditiva en el municipio,  e presenta dificultad para integrarlos a todos en las labores, ya que la mayoría se encuentra en veredas alejadas del casco urbano.
Dentro de las artesanías que se han desarrollado se encuentran: mochilas realizadas de bolsa plástica,  cerámicas con papel mache, cajas decoradas, lámparas con vasos plásticos, cojines con residuos textiles.
Los materiales para elaborar los productos se consiguen a través de las donaciones de la alcaldía, vecinos, familiares y amigos de los socios y trabajadores del emprendimiento.",2. Ecoproductos Industriales,2.1. Aprovechamiento y valoración de Residuos,2.1.2. Aprovechamiento de residuos inorgánicos,CERAMICAS EN PAPEL MACHE.,Arte y moda sostenible,ANA MILENA VARGAS ROLDAN
2018,CORPOURABÁ,Eje Cafetero y Antioquia,Antioquia,Apartadó,Baul De Zharik Centro Artesanal (Cemcep)-Bongua Artesanías,"El emprendimiento centro artesanal el baúl de zharik,  fue creado inicialmente por un grupo de estudiantes de diseño artesanal del SENA, tres mujeres que trabajan diferentes materiales, al finalizar el curso y debido a otras ocupaciones laborales  las tres posibles socias decidieron trabajar de manera independiente quedando como línea de emprendimiento, el aprovechamiento  de la Calceta   (residuo del tronco de la planta de plátano) y la  flor de plátano para la elaboración de artesanías. En la actualidad el emprendimiento se procesa aproximadamente 2 kg mes de residuos del tallo y flor de la planta de plátano, lo que equivale a 20 calcetas usadas en la elaboración de tarjetas, agendas y alcancías. El emprendimiento busca aprovechar los residuos, del plátano reduciendo el impacto por reducción de residuos. El proceso comienza con la selección de la Calceta la cual se adquiere desinfectada y blanqueada, este proceso lo hace el proveedor de la materia prima sometiéndola a hipoclorito de sodio de baja concentración y exponiéndola luego al sol, lo cual ayuda a reducir el color, pero principalmente a eliminar hongos. Una vez se tiene la Calceta se pasa a trenzarla o entrelazarla para generar la cubierta de las tarjetas, las alcancías y las agendas. Luego se arma y decora, con semillas, papeles especiales piedras etc.",2. Ecoproductos Industriales,2.1. Aprovechamiento y valoración de Residuos,2.1.1. Aprovechamiento de residuos orgánicos,Turbantes elaborados en residuos textiles y libretas artesanales,Arte y moda sostenible,Ines palencia cortes
2018,CORPOURABÁ,Eje Cafetero y Antioquia,Antioquia,Apartadó,Fundación Social Banacol (Corbanacol),"La productora de harina de plátano de la fundación social Corbanacol, fue creada como estrategias para mitigar los problemas nutricionales de la población infantil de la región de Urabá A partir de la identificación de esta necesidad, la fundación comenzó investigaciones  con la Universidad de Antioquia, para generar un producto derivado del banano que pudiera ser fácilmente suministrado y supliera las carencias nutricionales de los niños, madres gestoras y lactantes. En el desarrollo se logró obtener una harina del banano el plátano alto en fibra la cual es fortificada con minerales la cual es llamada Bananut y es distribuida de forma gratuita, a través de los Centros de Recuperación Nutricional, hospitales, otras fundaciones empresariales y sociales. En la actualidad se producen y donan entre 25  y 35 ton  anuales del producto.
Esta  propuesta de innovación además de generar impacto social positivo  es sostenible, ya que utiliza el banano que  no es comercializado en los mercados,  tanto nacionales como internacionales logrando un suministro permanente de materia prima y que permite reducir el impacto ambiental que se genera por la alta acumulación de los excedentes, los cuales no son fácilmente compostables y que terminaban generando gran  cantidad de residuos y contaminación de las  aguas  debido a los lixiviados que se presentan en los procesos de descomposición de la fruta.
Es importante mencionar que la productora de harina de Corbanacol,  en la actualidad no hace comercialización del producto ya que su finalidad fue realizar inversión social en la población infantil, sin embargo para el año 2018, se encontró un potencial comercial- industrial de  la harina de plátano con ventajas en la salud como ser libre de gluten y rico en fibra, además de permitir preparaciones gastronómicas como batidos (para el mercado del fitnes), creps, sopas, etc.
Gracias a esto Corbanacol decidió ampliar su planta de producción  la cual tiene un promedio de producción de 1,5 ton/día  una tonelada a 10 ton/día  de producción para ser comercializada en el  mercado internacional especialmente a  los mismos clientes que consumen el banano, sin que esto implique una reducción en las donaciones del alimento en la región por el contrario la  meta es producir un alimento que le llegue a las poblaciones más pobres y vulnerables de Colombia, para impactar más de un millón de personas al año.
El proceso de fabricación de la harina consta de las siguientes etapas:
1. Recolección del banano
2. Recepción en planta
3. Aireación en patio
4. Secado.
De donde se producen dos tipos de harina una del banano con cascara y otra proveniente solo del banano.
Durante el proceso se generan dos residuos,
1 El líquido del banano el cual en la actualidad se usa como abonos después de ser neutralizado y enriquecido, Sin embargo, la compañía está realizando investigación para generar el gas (biodigestión) y provecharlo en el proceso de secado
2. Se genera cascará de banano, el cual también se llevará a biodigestión.
Cabe mencionar 1,5 ton se obtiene 240 kg de harina, lo demás es desecho al cual se le está buscando aprovechamiento
3. También se genera fibra de banano, para ello la empresa ha realizado varios estudios para su utilización como incorporación en láminas aislantes para techo y en la actualidad se está haciendo un estudio con la empresa Kimberly para ser utilizada en la producción de papel.",2. Ecoproductos Industriales,2.1. Aprovechamiento y valoración de Residuos,2.1.1. Aprovechamiento de residuos orgánicos,HARINA DE PLATANO,Alimentos y bebidas,JUAN FELIPE LAVERDE RESTREPO
2018,CORPOURABÁ,Eje Cafetero y Antioquia,Antioquia,Apartadó,Soluciones Ambientales de Corazón por el Medio Ambiente S.A.S.,"Soluciones ambientales nació como una iniciativa formativa para los jóvenes de los colegios de la zona de Urabá donde se fomentará el reciclaje y el reúso de los materiales. Una vez realizado el estudio de mercado y basado en la experiencia de su fundador como docente y trabajador de la empresa de servicios públicos de aseo de determinó comenzar con la recolección del reciclaje en  los municipios de Apartadó y Turbo con el fin de comercializar  aquellos que no tienen componente plástico y transformar los plásticos en politizados y aglomerados para los diferentes usos industriales. Dentro de los plásticos reciclados y transformados se cuentan: PET, HDPE, PVC, PP, LDPE, PS.  
La compañía cuenta con un punto de acopio donde se recibe el material reciclado se separa y se comercializa aquel diferente al plástico. Adicionalmente la empresa cuenta con una planta en Turbo en la vereda la arenera donde se realizan los procesos de separación por tipo de plástico, lavado,  molienda (o picado) y  compactación de pasta,  siendo el principal producto trasformado los sunchos e hilos de las bananeras, los cuales una vez procesados regresan a las plantas  de elaboración de estos mismos productos cerrando el ciclo lo cual es el principio de la economía circular.  En el proceso de trasformación la compañía emplea a 16 personas todas en estado de vulnerabilidad.  cabe notar que debido a que estas personas contratadas reciben SISBEN y algunas ayudas del estado, no están recibiendo un salario fijo y protección social legal ya que se reúsan a perder los beneficios ya adquiridos por el estado.
Con el fin de lograr un adecuado procesos de recolección, beneficioso tanto para la compañía como para el reciclador, la empresa realizó el censo de los recicladores de la zona y comenzó a generar alianzas beneficiosas, donde reciben capacitaciones, uniformes, se hacen campañas de  separación en la fuente y de bienestar para esos recicladores, los cuales no tiene  contrato formal ya que  se les paga por kg entregado.
En la actualidad la empresa está generando alianzas con otras empresas del sector que permitan entregar a una ECA el reciclaje.",2. Ecoproductos Industriales,2.1. Aprovechamiento y valoración de Residuos,2.1.2. Aprovechamiento de residuos inorgánicos,PELETIZADO PP AMARILLO,consultorías y asesorías ambientales,OSCAR VELEZ
2018,CORPOURABÁ,Eje Cafetero y Antioquia,Antioquia,Arboletes,Asociación Agroindustrial Corregimiento Guadual Arriba (Asoguadual),"Asoguadual es una asociación dedicada a la elaboración de dulces a base de frutas, siendo el producto líder el bocadillo de maracuyá, el cual se elabora aprovechando la cascara de la misma para obtener la pectina que permite dar la consistencia al producto final.  Adicional a esto la empresa elabora otros productos provenientes de las frutas donde se utilizan las cáscaras como como el papoche (variedad del plátano) de donde se obtiene bocadillo y arequipe.  Adicional a los productos mencionados la empresa también elabora dulces de carambolo, corozo y papaya, además de salsas, pan prensado y mixturas de frutas. Cabe resaltar que los productos utilizados son comprados a los productores de las 10 veredas del corregimiento de guadual arriba, con el objetivo de generar ingresos a los productores de la región y reducir los transportes.  Con el aprovechamiento de las cáscaras  se logra reducir los impactos por generación de residuos sólidos.
La empresa surgió a raíz de las capacitaciones en transformación de frutas,  dictadas por el SENA las cuales fueron gestionadas por la Reforestadora del Sinú, estas capacitaciones fueron recibidas por 32 personas de la comunidad y siete de ellas se constituyeron como empresa, con el objetivo de  generar una fuente de empleo inicialmente para mejorar la economía familiar, pero con miras a generar empleo en la vereda.
Adicionalmente la empresa está analizando otras fuentes de ingresos como  la marroquinería.
Dentro de las actividades sociales y ambientales que ha desarrollado la empresa se encuentra campañas de reforestación, limpieza y preservación de las cuencas, ya que a raíz de la instalación de las plantaciones de Eucalipto se observó una disminución en el caudal de las fuentes de agua de la zona.",1. Bienes y servicios sostenibles provenientes de los Recursos Naturales,1.2. Agroindustria Sostenible,1.2.1. Agroindustrial alimentario,"Confección de Bolsos,Morrales, Carteras y adornos Artesanales",Alimentos y bebidas,Linis Arnedis Peña Almanza
2018,CORPOURABÁ,Eje Cafetero y Antioquia,Antioquia,Cañasgordas,Café Orgánico Ricco Café (Jardín De Oro),"Rico Café es un emprendimiento dedicado a la producción de café orgánico de origen, cultivado bajo criterios de agroforestería.  El propósito de la empresa es producir un café libre de agroquímicos, cuyo producto final sea sano para el consumidor a la vez que su método de siembra tenga beneficios para el medio ambiente y la sociedad, donde además se recuperen las variedades tradicionales que hicieron que el café colombiano fuera reconocido a nivel internacional e implementen de técnicas tradicionales de cultivo y se genere un trabajo bien remunerado para los recolectores de la zona. Para el desarrollo del proyecto la empresa ha   destinado 5 hectáreas para el cultivo agroforestal donde se sembrarán y establecerán:
• Café: De las variedades Caturra, Pajarito, Bourdon, catimor, las cuales son variedades cultivadas por los ancestros y que muchas de ellas se han dejado de cultivar debido a las tendencias del mercado.
• Árboles maderables propios de la región como: el guamo, guayacán amarillo, nogal cafetero, cedro rosado, acacia entre otros. 
• Árboles frutales como Naranjos, Limón, Mandarina, Guanábana, Papaya, Zapote, Durazno, Aguacate.
• Plantas y arbustos como el plátano, banano, yatil, yuca, arracacha y ñame
Los cuales adicional al beneficio ecosistémico podrán generar ingresos adicionales al proyecto ya que su producción puede ser comercializada. 
La distribución de las diferentes especies por hectárea será: 500 arbustos de café, 100 árboles frutales, 20 plantas y 20 de las especies arbustivas.
La empresa tiene como objetivo el cultivo orgánico de café con implementación de  agroforestería, en el momento la empresa ha instalado en diferentes puntos del los relictos de bosque recuperado,  sebaderso de animales, en especial pájaros los cuales a su vez atraen otras especies. Se conserva la fauna,  se prohíbe la caza dentro de los predios, se regeneró 1 he con siembra de especies nativas, se  conservó 2 nacimientos  y se preservaron 2 he, se está sembrado guadua y guamos para evitar erosión por agua lluvia y  se han sembrado 130 individuos (guamos y guadua) 100 árboles frutares.
Según las investigaciones llevadas a cabo por la empresa, para la siembra del gafe orgánico con sombrío, se requieren 5 kg de material orgánico por cafeto,  cantidad que no es capaz de producir el mismo sistema, por tanto se está  proyectando combinar la siembra de café con la cría de gallinas para generar el material adicional que requiere cada planta. Las gallinas serian llevadas al campo para generar huevo orgánico y para permitir que las gallinas faciliten la labranza.
En el desarrollo del proyecto se empelarán:
1 empleado permanente, contratado de forma directa, 5 empleados temporales para la siembra y mantenimiento y 20 empleados indirectos y temporales para la recolección. Todos ellos provenientes de las veredas del municipio.
Dentro de los proyectos sociales que pretende desarrollar la empresa se encuentra la concientización de otros cultivadores en los beneficios de la siembra orgánica, para lo cual se desarrollarán actividades educativas a través de talleres, seminarios, días de campo y finalmente la generación de escuelas de campo, donde  de fundamentos en buenas práctica agrícolas, medio ambiente, conservación, manejo de residuos, procesos de siembra, beneficios de la fauna y flora, beneficios de cultivo orgánico.

el objetivo final de la empresa es comercializar taza  de café ya que  genera mayor utilidad.

Es importante mencionar que uno de los riesgos que se le presentan a la empresa es el uso de agroquímicos que usan los vecinos, para los cultivos y para la ganadería, ya que contaminan su producción y las aguas que llegan al mismo.",1. Bienes y servicios sostenibles provenientes de los Recursos Naturales,1.1. Agrosistemas sostenibles,"1.1.1. Sistema de producción ecológico, orgánico y biológico",CAFÉ ORGANICO,Alimentos y bebidas,WILFREDO ARANGO USUGA
